,date,fiscal_period,permno,gics_6d,ret_ex_3d,date_diff,doy_diff
57346,2021-02-17,2020-12-31,75041,253010,0.07948441,0,-2
57347,2021-05-05,2021-03-31,75041,253010,-0.05949697,0,-2
57348,2021-08-04,2021-06-30,75041,253010,0.04426569,0,-2
57349,2021-11-03,2021-09-30,75041,253010,0.026052719,0,-2
57460,2021-02-03,2020-12-31,75064,352020,-0.07096511,0,-2
57461,2021-04-28,2021-03-31,75064,352020,-0.009080831,0,-2
57462,2021-07-28,2021-06-30,75064,352020,0.028109053,0,-2
57463,2021-10-27,2021-09-30,75064,352020,0.057138667,0,-2
57520,2021-02-25,2020-12-31,75070,101020,-0.11166483,0,-2
57521,2021-04-29,2021-03-31,75070,101020,-0.072283834,0,-2
57522,2021-07-29,2021-06-30,75070,101020,0.1334458,0,-2
57523,2021-10-28,2021-09-30,75070,101020,-0.03176214,0,-2
57571,2021-05-06,2021-03-31,75104,502010,-0.0035458466,0,-2
57572,2021-08-05,2021-06-30,75104,502010,0.062266495,0,-2
57573,2021-11-04,2021-09-30,75104,502010,-0.054397512,-1,-3
57628,2021-01-28,2020-12-31,75107,351010,0.050822686,-7,-9
57629,2021-04-29,2021-03-31,75107,351010,-0.05174665,0,-2
57630,2021-08-05,2021-06-30,75107,351010,0.05716481,0,-2
57631,2021-10-28,2021-09-30,75107,351010,-0.06582719,0,-2
57683,2021-02-26,2020-12-31,75113,201050,-0.10513168,1,-2
57684,2021-05-07,2021-03-31,75113,201050,0.053635202,0,-2
57685,2021-08-06,2021-06-30,75113,201050,0.0074000233,0,-2
57686,2021-11-02,2021-09-30,75113,201050,-0.016839955,-3,-5
57755,2021-03-01,2020-12-31,75175,403010,0.0077822176,4,2
57756,2021-05-10,2021-03-31,75175,403010,-0.14880271,0,-2
57757,2021-08-04,2021-06-30,75175,403010,-0.09328946,-1,-2
57758,2021-11-03,2021-09-30,75175,403010,-0.026613243,-5,-7
57814,2021-01-26,2020-12-31,75182,252020,0.011582462,0,-2
57815,2021-04-27,2021-03-31,75182,252020,-0.0697725,0,-2
57816,2021-07-27,2021-06-30,75182,252020,-0.0437266,0,-2
57817,2021-10-26,2021-09-30,75182,252020,-0.06242436,0,-2
57874,2021-01-19,2020-12-31,75186,402030,0.00095739576,5,3
57875,2021-04-15,2021-03-31,75186,402030,-0.042429913,0,-1
57876,2021-07-16,2021-06-30,75186,402030,-0.002374796,1,-1
57877,2021-10-15,2021-09-30,75186,402030,0.024626406,1,-1
58042,2021-02-25,2020-12-31,75233,302030,-0.02145234,0,-3
58043,2021-05-05,2021-03-31,75233,302030,0.034076665,-1,-4
58044,2021-08-04,2021-06-30,75233,302030,0.07633356,0,-3
58045,2021-11-08,2021-09-30,75233,302030,0.119357206,5,2
58101,2021-02-23,2020-12-31,75241,101020,0.06327843,5,4
58102,2021-08-02,2021-06-30,75241,101020,0.04514314,-2,-3
58103,2021-11-03,2021-09-30,75241,101020,-0.017513908,0,-2
58191,2021-02-04,2020-12-31,75269,402040,-0.010383189,0,-2
58192,2021-04-28,2021-03-31,75269,402040,0.02371256,-7,-9
58193,2021-07-28,2021-06-30,75269,402040,0.0075238175,0,-2
58194,2021-10-27,2021-09-30,75269,402040,-0.012807843,0,-2
58252,2021-02-11,2020-12-31,75278,402030,-0.029742518,1,-1
58253,2021-04-29,2021-03-31,75278,402030,0.0076934197,2,0
58254,2021-07-29,2021-06-30,75278,402030,0.03300776,7,5
58255,2021-10-28,2021-09-30,75278,402030,0.015247063,7,5
58312,2021-02-02,2020-12-31,75285,202020,-6.6245004e-05,4,2
58313,2021-04-20,2021-03-31,75285,202020,0.05165488,-1,-2
58314,2021-07-20,2021-06-30,75285,202020,-0.041505497,0,-1
58315,2021-10-19,2021-09-30,75285,202020,-0.09896533,0,-2
58421,2021-02-18,2020-12-31,75320,501020,-0.044775818,0,-2
58422,2021-05-06,2021-03-31,75320,501020,0.009865389,7,5
58423,2021-08-05,2021-06-30,75320,501020,-0.057368454,0,-2
58424,2021-11-04,2021-09-30,75320,501020,0.0065721143,0,-2
58503,2021-01-27,2020-12-31,75341,601010,0.0043613994,0,-2
58504,2021-04-28,2021-03-31,75341,601010,0.005577948,0,-2
58505,2021-07-28,2021-06-30,75341,601010,0.0022768434,0,-2
58506,2021-10-27,2021-09-30,75341,601010,0.011512211,0,-2
58563,2021-01-27,2020-12-31,75342,252010,-0.0737573,0,-2
58564,2021-04-28,2021-03-31,75342,252010,0.12291177,1,-1
58565,2021-07-28,2021-06-30,75342,252010,0.11130235,7,5
58566,2021-10-27,2021-09-30,75342,252010,0.029316066,7,5
58620,2021-07-30,2021-06-30,75381,401010,0.009322879,0,-1
58621,2021-10-29,2021-09-30,75381,401010,0.098969206,0,-2
58691,2021-02-17,2020-12-31,75416,601010,-0.0045524742,0,-2
58692,2021-05-05,2021-03-31,75416,601010,-0.07459465,-5,-7
58693,2021-08-04,2021-06-30,75416,601010,0.02392429,0,-1
58694,2021-11-03,2021-09-30,75416,601010,0.03722065,0,-2
58821,2021-02-25,2020-12-31,75460,201060,0.00086178246,7,5
58822,2021-05-04,2021-03-31,75460,201060,0.021434464,-1,-3
58823,2021-08-03,2021-06-30,75460,201060,-0.03601479,5,3
58824,2021-11-02,2021-09-30,75460,201060,-0.007579638,5,3
58876,2021-03-01,2020-12-31,75470,201060,0.09985905,5,3
58877,2021-05-06,2021-03-31,75470,201060,-0.005277093,1,-2
58878,2021-08-12,2021-06-30,75470,201060,-0.074231006,8,6
58879,2021-11-09,2021-09-30,75470,201060,0.015782377,5,3
58978,2021-01-26,2020-12-31,75517,203040,-0.043437563,5,3
58979,2021-04-15,2021-03-31,75517,203040,-0.013944902,0,-2
58980,2021-07-15,2021-06-30,75517,203040,-0.027697284,0,-2
58981,2021-10-19,2021-09-30,75517,203040,0.04741385,5,3
59061,2021-01-27,2020-12-31,75556,401010,-0.0029429581,2,0
59062,2021-04-21,2021-03-31,75556,401010,0.11817357,0,-2
59063,2021-07-28,2021-06-30,75556,401010,0.06594943,-1,-2
59064,2021-10-27,2021-09-30,75556,401010,-0.026741736,-1,-3
59087,2021-02-24,2020-12-31,75573,255040,-0.122005306,0,-2
59088,2021-05-05,2021-03-31,75573,255040,0.038954187,0,-2
59089,2021-08-04,2021-06-30,75573,255040,-0.046746787,0,-2
59090,2021-11-03,2021-09-30,75573,255040,-0.010562499,-1,-3
59173,2021-02-16,2020-12-31,75578,151050,-0.06842739,5,3
59174,2021-04-29,2021-03-31,75578,151050,-0.048543673,0,-2
59175,2021-07-29,2021-06-30,75578,151050,0.0031165122,0,-2
59176,2021-10-28,2021-09-30,75578,151050,0.05999293,0,-2
59232,2021-02-03,2020-12-31,75591,201060,-0.022568796,7,5
59233,2021-04-27,2021-03-31,75591,201060,-0.005009957,5,3
59234,2021-07-27,2021-06-30,75591,201060,-0.03796693,5,3
59235,2021-10-26,2021-09-30,75591,201060,0.010317201,-1,-2
59334,2021-02-01,2020-12-31,75603,453010,-0.069082156,5,3
59335,2021-04-29,2021-03-31,75603,453010,-0.13762027,-4,-6
59336,2021-07-28,2021-06-30,75603,453010,-0.026204726,-5,-7
59337,2021-11-01,2021-09-30,75603,453010,-0.021174042,0,-2
59391,2021-01-28,2020-12-31,75605,401010,-0.026882302,0,-2
59392,2021-04-22,2021-03-31,75605,401010,0.021753812,0,-2
59393,2021-07-26,2021-06-30,75605,401010,-0.0009019036,4,2
59394,2021-10-26,2021-09-30,75605,401010,-0.0147442985,-1,-3
59451,2021-02-04,2020-12-31,75607,451030,-0.04228647,0,-2
59452,2021-05-10,2021-03-31,75607,451030,0.13211197,-3,-5
59453,2021-07-27,2021-06-30,75607,451030,-0.01659761,-9,-11
59454,2021-11-04,2021-09-30,75607,451030,-0.025753502,0,-2
59541,2021-03-16,2020-12-31,75649,151010,-0.053756222,1,-1
59542,2021-08-06,2021-06-30,75649,151010,-0.002832128,1,-1
59543,2021-11-09,2021-09-30,75649,151010,-0.007421019,0,-1
59599,2021-02-10,2020-12-31,75652,352020,-0.111869685,0,-2
59600,2021-04-28,2021-03-31,75652,352020,0.0070087602,-8,-10
59601,2021-07-28,2021-06-30,75652,352020,0.07654486,-7,-9
59602,2021-10-27,2021-09-30,75652,352020,-0.13082393,-8,-10
59658,2021-02-11,2020-12-31,75654,452030,0.047996793,0,-2
59659,2021-05-06,2021-03-31,75654,452030,-0.045868166,10,8
59660,2021-08-05,2021-06-30,75654,452030,-0.041092224,7,6
59661,2021-11-04,2021-09-30,75654,452030,-0.16249499,7,6
59662,2021-08-12,2021-06-30,75672,201040,-0.027731402,8,6
59717,2021-02-02,2020-12-31,75694,352030,0.09467166,0,-2
59718,2021-05-06,2021-03-31,75694,352030,0.016702449,9,5
59719,2021-08-05,2021-06-30,75694,352030,-0.0046346043,2,0
59720,2021-11-02,2021-09-30,75694,352030,-0.06369484,-2,-4
59834,2021-02-18,2020-12-31,75819,601010,0.044739198,0,-2
59835,2021-05-07,2021-03-31,75819,601010,0.0022812374,0,-2
59836,2021-08-06,2021-06-30,75819,601010,-0.042107105,0,-2
59837,2021-11-05,2021-09-30,75819,601010,-0.049692616,0,-2
59893,2021-02-25,2020-12-31,75825,101020,-0.03718188,0,-2
59894,2021-05-06,2021-03-31,75825,101020,0.06558775,0,-2
59895,2021-08-04,2021-06-30,75825,101020,-0.017406695,-1,-3
59896,2021-11-04,2021-09-30,75825,101020,-0.0028692996,0,-2
59952,2021-02-02,2020-12-31,75828,502020,-0.051038176,0,3
59953,2021-05-11,2021-03-31,75828,502020,0.014650643,0,5
59954,2021-08-04,2021-06-30,75828,502020,-0.060892887,6,4
59955,2021-11-03,2021-09-30,75828,502020,-0.009625466,0,-3
60011,2021-02-03,2020-12-31,75831,452010,0.1460895,6,4
60012,2021-05-05,2021-03-31,75831,452010,-0.011029808,-1,-3
60013,2021-08-04,2021-06-30,75831,452010,-0.04522438,-1,-3
60014,2021-11-10,2021-09-30,75831,452010,0.11485206,-1,-3
60103,2021-02-23,2020-12-31,75846,601010,0.021736307,1,-1
60104,2021-04-29,2021-03-31,75846,601010,0.00045704062,0,-2
60105,2021-08-03,2021-06-30,75846,601010,0.038846914,-2,-4
60106,2021-11-02,2021-09-30,75846,601010,0.05037675,0,-2
60118,2021-02-25,2020-12-31,75853,451030,-0.23061976,7,5
60119,2021-05-05,2021-03-31,75853,451030,-0.010061523,0,-2
60120,2021-08-05,2021-06-30,75853,451030,-0.0841417,1,-1
60121,2021-11-08,2021-09-30,75853,451030,-0.008885406,0,-2
60159,2021-02-16,2020-12-31,75854,453010,0.01629507,7,5
60160,2021-05-04,2021-03-31,75854,453010,0.0038851483,7,5
60161,2021-08-03,2021-06-30,75854,453010,0.0191756,7,5
60162,2021-11-02,2021-09-30,75854,453010,0.06999589,7,5
60217,2021-05-10,2021-03-31,75860,352010,0.00022787838,10,8
60218,2021-07-30,2021-06-30,75860,352010,0.018666813,0,-2
60219,2021-10-29,2021-09-30,75860,352010,0.01653075,-7,-9
60280,2021-01-25,2020-12-31,75906,401010,-0.012163507,6,4
60281,2021-04-21,2021-03-31,75906,401010,0.0053423583,2,0
60282,2021-07-21,2021-06-30,75906,401010,-0.020676488,2,0
60283,2021-10-20,2021-09-30,75906,401010,-0.009780562,0,-2
60339,2021-01-27,2020-12-31,75912,451030,0.08257479,7,5
60340,2021-04-28,2021-03-31,75912,451030,-0.09837409,0,-2
60341,2021-07-28,2021-06-30,75912,451030,-0.11928423,0,-2
60342,2021-11-03,2021-09-30,75912,451030,-0.07807186,7,5
60465,2021-03-22,2020-12-31,76038,351010,0.10890628,11,10
60466,2021-08-12,2021-06-30,76038,351010,-0.049315874,7,5
60467,2021-11-11,2021-09-30,76038,351010,-0.12069987,7,5
60540,2021-02-23,2020-12-31,76082,101020,0.0072920127,5,3
60541,2021-04-29,2021-03-31,76082,101020,-0.0051701264,0,-2
60542,2021-07-30,2021-06-30,76082,101020,0.017065635,1,-1
60543,2021-11-03,2021-09-30,76082,101020,0.010536606,6,4
60630,2021-01-27,2020-12-31,76095,351010,0.017571108,0,-2
60631,2021-04-28,2021-03-31,76095,351010,-0.097298086,0,-2
60632,2021-07-28,2021-06-30,76095,351010,0.035971332,0,-2
60633,2021-11-01,2021-09-30,76095,351010,-0.034649752,-2,-4
60747,2021-02-24,2020-12-31,76123,601020,-0.0009805822,0,-2
60748,2021-04-28,2021-03-31,76123,601020,-0.0017369981,0,-2
60749,2021-07-28,2021-06-30,76123,601020,0.026963323,0,-2
60750,2021-10-27,2021-09-30,76123,601020,0.006136343,0,-2
60831,2021-02-25,2020-12-31,76128,201040,0.09660007,2,0
60832,2021-07-22,2021-06-30,76128,201040,-0.024878377,0,-2
60833,2021-10-21,2021-09-30,76128,201040,-0.036933005,0,-2
60940,2021-02-01,2020-12-31,76136,403010,-0.025142452,-7,-9
60941,2021-04-29,2021-03-31,76136,403010,-0.053200666,-7,-9
60942,2021-07-29,2021-06-30,76136,403010,-0.032866634,-4,-6
60943,2021-10-28,2021-09-30,76136,403010,-0.07475275,-4,-6
61131,2021-02-10,2020-12-31,76185,451030,0.08919824,0,-2
61132,2021-04-28,2021-03-31,76185,451030,-0.050859757,0,-2
61133,2021-07-28,2021-06-30,76185,451030,-0.0038205928,0,-2
61134,2021-10-27,2021-09-30,76185,451030,-0.0026124616,-7,-9
61209,2021-01-27,2020-12-31,76201,453010,-0.055953912,0,-1
61210,2021-05-04,2021-03-31,76201,453010,-0.007536654,13,11
61211,2021-07-28,2021-06-30,76201,453010,0.093069576,0,-3
61212,2021-10-27,2021-09-30,76201,453010,0.010150884,7,5
61423,2021-02-04,2020-12-31,76224,452030,-0.03696468,0,-2
61424,2021-04-28,2021-03-31,76224,452030,-0.015826011,0,-2
61425,2021-07-28,2021-06-30,76224,452030,0.04901359,0,-2
61426,2021-10-27,2021-09-30,76224,452030,-0.09680246,0,-2
61483,2021-02-10,2020-12-31,76230,452030,-0.014250427,0,-2
61484,2021-05-05,2021-03-31,76230,452030,-0.05792205,0,-2
61485,2021-08-04,2021-06-30,76230,452030,0.032700952,0,-2
61486,2021-11-03,2021-09-30,76230,452030,-0.03070393,0,-2
61554,2021-02-04,2020-12-31,76261,202020,0.008365016,0,-2
61555,2021-04-29,2021-03-31,76261,202020,-0.0067412974,0,-2
61556,2021-07-29,2021-06-30,76261,202020,0.110594556,0,-2
61557,2021-10-28,2021-09-30,76261,202020,0.0036530716,0,-2
61614,2021-01-25,2020-12-31,76266,401010,0.022805493,0,-2
61615,2021-04-23,2021-03-31,76266,401010,-0.0041997726,-3,-16
61616,2021-07-26,2021-06-30,76266,401010,-0.00758674,0,-2
61617,2021-10-25,2021-09-30,76266,401010,0.024400285,0,-2
61661,2021-02-08,2020-12-31,76279,201030,-0.092814684,5,3
61662,2021-05-10,2021-03-31,76279,201030,-0.066173375,5,3
61663,2021-09-13,2021-06-30,76279,201030,-0.040911302,12,10
61719,2021-02-16,2020-12-31,76282,255040,0.014243151,5,5
61720,2021-04-20,2021-03-31,76282,255040,-0.0044129537,-20,-22
61721,2021-07-19,2021-06-30,76282,255040,0.13330857,-3,-5
61722,2021-10-21,2021-09-30,76282,255040,0.11371393,1,-1
61862,2021-02-24,2020-12-31,76392,351010,-0.01702038,0,0
61863,2021-04-29,2021-03-31,76392,351010,0.017212482,7,5
61864,2021-07-29,2021-06-30,76392,351010,0.07794127,1,-1
61865,2021-10-28,2021-09-30,76392,351010,-0.031054659,1,-1
61894,2021-05-12,2021-03-31,76461,303020,-0.00086105574,0,-2
61895,2021-08-12,2021-06-30,76461,303020,0.11414355,0,-2
61896,2021-12-02,2021-09-30,76461,303020,-0.1218349,-6,-8
61986,2021-02-08,2020-12-31,76478,201060,0.002220557,4,4
61987,2021-05-04,2021-03-31,76478,201060,-0.015266324,-2,-3
61988,2021-08-09,2021-06-30,76478,201060,-0.0007017293,0,-2
61989,2021-11-18,2021-09-30,76478,201060,0.03421758,0,-2
62070,2021-01-27,2020-12-31,76504,401010,-0.01745025,7,5
62071,2021-04-26,2021-03-31,76504,401010,0.002447728,0,-2
62072,2021-07-26,2021-06-30,76504,401010,-0.009821341,0,-2
62073,2021-10-25,2021-09-30,76504,401010,-0.0077078133,0,-2
62127,2021-02-18,2020-12-31,76515,202010,-0.042468585,0,-2
62128,2021-04-29,2021-03-31,76515,202010,0.079375304,-7,-9
62129,2021-07-29,2021-06-30,76515,202010,0.00090477726,0,-2
62130,2021-10-28,2021-09-30,76515,202010,0.00724532,0,-2
62186,2021-02-01,2020-12-31,76529,401010,0.034310427,7,5
62187,2021-04-26,2021-03-31,76529,401010,-0.030478742,0,-2
62188,2021-07-26,2021-06-30,76529,401010,-0.021279907,0,-2
62189,2021-11-02,2021-09-30,76529,401010,0.0010857218,8,6
62283,2021-02-02,2020-12-31,76573,201060,-0.00965858,0,-2
62284,2021-04-20,2021-03-31,76573,201060,0.012495585,0,-2
62285,2021-07-20,2021-06-30,76573,201060,0.05283544,0,-2
62286,2021-10-19,2021-09-30,76573,201060,0.060534835,0,-2
62343,2021-02-22,2020-12-31,76582,251010,0.10120121,0,-2
62344,2021-04-26,2021-03-31,76582,251010,-0.118587725,0,-2
62345,2021-07-26,2021-06-30,76582,251010,-0.027692271,-2,-4
62346,2021-10-25,2021-09-30,76582,251010,-0.038683195,-2,-4
62419,2021-03-12,2020-12-31,76586,202010,-0.06418997,0,-2
62420,2021-05-10,2021-03-31,76586,202010,0.010783422,4,2
62421,2021-08-10,2021-06-30,76586,202010,-0.016503697,4,-1
62422,2021-11-12,2021-09-30,76586,202010,-0.0742287,7,5
62476,2021-02-18,2020-12-31,76591,351010,-0.15496078,8,6
62477,2021-05-06,2021-03-31,76591,351010,0.14556476,1,-1
62478,2021-08-05,2021-06-30,76591,351010,-0.1120471,7,5
62479,2021-11-04,2021-09-30,76591,351010,-0.10435744,7,5
62539,2021-02-22,2020-12-31,76602,601010,0.03340031,6,4
62540,2021-04-27,2021-03-31,76602,601010,-0.027814366,-1,-3
62541,2021-08-03,2021-06-30,76602,601010,-0.017426714,0,-2
62542,2021-10-28,2021-09-30,76602,601010,0.009358603,1,-1
62633,2021-02-05,2020-12-31,76614,352010,-0.0129125705,1,-1
62634,2021-05-06,2021-03-31,76614,352010,0.026670499,2,0
62635,2021-08-05,2021-06-30,76614,352010,0.03993142,1,-1
62636,2021-11-04,2021-09-30,76614,352010,-0.04894348,0,-2
62867,2021-01-28,2020-12-31,76644,151040,-0.0014490023,0,-2
62868,2021-04-29,2021-03-31,76644,151040,-0.021819707,0,-2
62869,2021-07-29,2021-06-30,76644,151040,0.087441646,0,-2
62870,2021-10-28,2021-09-30,76644,151040,0.11056766,0,-2
62932,2021-02-10,2020-12-31,76655,251020,0.038362797,6,4
62933,2021-05-12,2021-03-31,76655,251020,0.009821628,0,-1
62934,2021-08-04,2021-06-30,76655,251020,0.0018420293,-1,-3
62935,2021-11-04,2021-09-30,76655,251020,-0.010532133,0,-3
62991,2021-02-24,2020-12-31,76661,352010,-0.023496835,0,-2
62992,2021-05-05,2021-03-31,76661,352010,-0.109369986,0,-2
62993,2021-08-04,2021-06-30,76661,352010,0.035638012,0,-2
62994,2021-11-03,2021-09-30,76661,352010,0.020806227,0,-2
63014,2021-03-08,2020-12-31,76672,351020,0.16356656,-3,-5
63015,2021-05-10,2021-03-31,76672,351020,0.056838945,0,-2
63016,2021-08-09,2021-06-30,76672,351020,-0.10580455,0,-2
63017,2021-11-08,2021-09-30,76672,351020,-0.03651551,0,-2
63073,2021-01-20,2020-12-31,76684,401010,-0.0254394,8,5
63074,2021-04-20,2021-03-31,76684,401010,0.052904956,-7,-9
63075,2021-07-20,2021-06-30,76684,401010,0.01616268,0,-2
63076,2021-10-19,2021-09-30,76684,401010,0.030828655,0,-2
63119,2021-03-10,2020-12-31,76686,252010,-0.042875852,0,-2
63120,2021-08-05,2021-06-30,76686,252010,0.16224475,0,-2
63121,2021-11-04,2021-09-30,76686,252010,0.082441464,0,-2
63263,2021-02-02,2020-12-31,76708,253020,-0.011249217,0,-2
63264,2021-04-29,2021-03-31,76708,253020,-0.0854233,-5,-7
63265,2021-08-19,2021-06-30,76708,253020,0.0011281316,2,0
63266,2021-11-03,2021-09-30,76708,253020,-0.22963737,-1,-3
63322,2021-02-02,2020-12-31,76709,351010,-0.0243324,4,2
63323,2021-05-04,2021-03-31,76709,351010,0.0054553454,5,3
63324,2021-07-30,2021-06-30,76709,351010,-0.018238457,0,-2
63325,2021-11-02,2021-09-30,76709,351010,-0.07220412,0,3
63385,2021-02-04,2020-12-31,76711,253020,0.0060187406,3,0
63386,2021-05-06,2021-03-31,76711,253020,-0.25887856,7,-44
63387,2021-08-26,2021-06-30,76711,253020,-0.19340497,-4,-6
63388,2021-11-04,2021-09-30,76711,253020,-0.09752908,2,1
63441,2021-02-25,2020-12-31,76712,551050,-0.011859424,0,-3
63442,2021-05-06,2021-03-31,76712,551050,-0.055056885,0,-2
63443,2021-08-05,2021-06-30,76712,551050,0.022133749,0,-2
63444,2021-11-04,2021-09-30,76712,551050,-0.038365796,-1,-3
63512,2021-02-02,2020-12-31,76721,351020,0.0006023316,0,-2
63513,2021-05-27,2021-03-31,76721,351020,0.04429534,2,-1
63514,2021-08-03,2021-06-30,76721,351020,0.0987352,0,-2
63515,2021-11-02,2021-09-30,76721,351020,-0.005396141,0,-2
63571,2021-02-18,2020-12-31,76722,403010,0.039999716,0,-2
63572,2021-05-06,2021-03-31,76722,403010,-0.052225232,1,-1
63573,2021-08-05,2021-06-30,76722,403010,-0.007882635,0,-2
63574,2021-11-04,2021-09-30,76722,403010,-0.0072095464,0,-2
63629,2021-03-02,2020-12-31,76732,253010,-0.05024611,6,6
63630,2021-05-05,2021-03-31,76732,253010,-0.02018249,7,5
63631,2021-08-05,2021-06-30,76732,253010,-0.013473925,8,6
63632,2021-11-04,2021-09-30,76732,253010,0.12474017,8,6
63679,2021-02-11,2020-12-31,76736,352010,-0.12720744,0,-2
63680,2021-04-28,2021-03-31,76736,352010,-0.0223183,0,-2
63681,2021-07-28,2021-06-30,76736,352010,0.045205515,0,-2
63682,2021-10-27,2021-09-30,76736,352010,-0.089740045,-1,-3
63738,2021-02-01,2020-12-31,76744,352010,-0.08010676,4,2
63739,2021-04-29,2021-03-31,76744,352010,0.018833721,0,-1
63740,2021-07-29,2021-06-30,76744,352010,-0.002548994,0,-2
63741,2021-11-02,2021-09-30,76744,352010,0.018342892,5,3
63792,2021-01-27,2020-12-31,76750,255040,0.008499733,-1,-3
63793,2021-05-20,2021-03-31,76750,255040,-0.0356355,-7,-9
63794,2021-07-28,2021-06-30,76750,255040,-0.058984205,0,-2
63795,2021-10-27,2021-09-30,76750,255040,0.070034824,0,-2
63857,2021-02-24,2020-12-31,76788,351020,-0.005116858,7,5
63858,2021-05-05,2021-03-31,76788,351020,0.007218743,0,-2
63859,2021-08-04,2021-06-30,76788,351020,-0.09887285,0,-2
63860,2021-11-02,2021-09-30,76788,351020,0.087203786,-1,-4
63928,2021-02-11,2020-12-31,76795,452030,0.1156294,-5,-2
63929,2021-05-04,2021-03-31,76795,452030,-8.750515e-05,0,5
63930,2021-08-03,2021-06-30,76795,452030,0.012191877,0,5
63931,2021-11-02,2021-09-30,76795,452030,0.059678476,0,-2
63982,2021-11-17,2021-09-30,76798,402020,0.082795635,-27,-28
64028,2021-02-23,2020-12-31,76804,401020,-0.045994457,21,19
64029,2021-05-05,2021-03-31,76804,401020,-0.10480859,-1,-3
64030,2021-08-04,2021-06-30,76804,401020,0.015086383,1,-2
64031,2021-11-03,2021-09-30,76804,401020,-0.08401336,0,-2
64087,2021-02-02,2020-12-31,76837,351010,0.10721528,0,-2
64088,2021-05-13,2021-03-31,76837,351010,-0.06578426,9,7
64089,2021-08-11,2021-06-30,76837,351010,0.076819606,8,6
64090,2021-11-09,2021-09-30,76837,351010,-0.15963306,6,4
64146,2021-02-22,2020-12-31,76838,403010,0.010596849,4,2
64147,2021-05-05,2021-03-31,76838,403010,-0.018011143,-1,-3
64148,2021-08-05,2021-06-30,76838,403010,0.034663416,-4,-6
64149,2021-11-08,2021-09-30,76838,403010,-0.011759013,4,2
64205,2021-02-03,2020-12-31,76841,352010,-0.06639757,6,4
64206,2021-04-22,2021-03-31,76841,352010,-0.049145468,1,-1
64207,2021-07-22,2021-06-30,76841,352010,-0.006655719,1,-1
64208,2021-10-20,2021-09-30,76841,352010,-0.0046457946,0,-2
64286,2021-01-28,2020-12-31,76856,402020,0.030046182,1,-1
64287,2021-04-21,2021-03-31,76856,402020,-0.009019449,0,-2
64288,2021-07-21,2021-06-30,76856,402020,0.020260263,0,-2
64289,2021-10-20,2021-09-30,76856,402020,0.020744016,0,-2
64338,2021-02-25,2020-12-31,76868,201020,0.013679591,0,-2
64339,2021-05-06,2021-03-31,76868,201020,0.023437876,0,-2
64340,2021-08-05,2021-06-30,76868,201020,0.061709087,0,-2
64341,2021-11-04,2021-09-30,76868,201020,0.008219316,0,-2
64409,2021-01-20,2020-12-31,76892,401010,0.013535881,0,-2
64410,2021-04-21,2021-03-31,76892,401010,-0.02242208,0,-2
64411,2021-07-21,2021-06-30,76892,401010,0.0056945793,0,-2
64412,2021-10-20,2021-09-30,76892,401010,0.04677447,0,-2
64461,2021-03-02,2020-12-31,76927,201030,-0.17742728,1,-1
64462,2021-05-03,2021-03-31,76927,201030,0.10205482,0,-2
